,No.,Time,Source,Destination,Protocol,Length,Info
7902,8202,22.002163887023926,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7903,8203,22.002270936965942,192.168.1.80,239.255.255.250,UDP,217,
7904,8204,22.0072979927063,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7905,8205,22.00974988937378,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7906,8206,22.015081882476807,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7907,8207,22.018188953399658,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7908,8208,22.023344039916992,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7909,8209,22.023823976516724,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7910,8210,22.026581048965454,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7911,8211,22.031881093978882,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7912,8212,22.03496503829956,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7913,8213,22.040507078170776,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7914,8214,22.041964054107666,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7915,8215,22.043431043624878,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7916,8216,22.046228885650635,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7917,8217,22.048216104507446,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7918,8218,22.048223972320557,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7919,8219,22.048799991607666,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7920,8220,22.05184507369995,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7921,8221,22.054358959197998,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7922,8222,22.057018041610718,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7923,8223,22.058288097381592,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7924,8224,22.060328006744385,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7925,8225,22.06587290763855,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7926,8226,22.068718910217285,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7927,8227,22.074338912963867,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7928,8228,22.07711911201477,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7929,8229,22.082693099975586,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7930,8230,22.084110021591187,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7931,8231,22.0855610370636,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7932,8232,22.085580110549927,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7933,8233,22.091150045394897,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7934,8234,22.093957901000977,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7935,8235,22.09415102005005,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7936,8236,22.099318981170654,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7937,8237,22.10238289833069,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7938,8238,22.10791301727295,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7939,8239,22.1108500957489,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7940,8240,22.112255096435547,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7941,8241,22.116339921951294,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7942,8242,22.118401050567627,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7943,8243,22.118408918380737,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7944,8244,22.11849808692932,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7945,8245,22.119280099868774,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7946,8246,22.12212300300598,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7947,8247,22.12493395805359,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7948,8248,22.127805948257446,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7949,8249,22.13331890106201,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7950,8250,22.136280059814453,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7951,8252,22.141786098480225,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7952,8254,22.14472794532776,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7953,8255,22.14859390258789,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7954,8256,22.148603916168213,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7955,8257,22.150238037109375,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7956,8258,22.153111934661865,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7957,8259,22.156975030899048,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7958,8260,22.15864396095276,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7959,8261,22.16150188446045,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7960,8262,22.167090892791748,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7961,8263,22.169917106628418,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7962,8264,22.170972108840942,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7963,8265,22.17097806930542,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7964,8266,22.1751708984375,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7965,8267,22.178323984146118,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7966,8268,22.183753967285156,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7967,8269,22.18673300743103,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7968,8270,22.1872079372406,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7969,8271,22.187812089920044,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7970,8272,22.192255973815918,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7971,8273,22.19522500038147,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7972,8274,22.20077610015869,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7973,8275,22.203640937805176,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7974,8276,22.209249019622803,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7975,8277,22.212158918380737,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7976,8278,22.212176084518433,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7977,8279,22.21349596977234,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7978,8280,22.217462062835693,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7979,8281,22.22058892250061,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7980,8282,22.222270965576172,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7981,8283,22.22610306739807,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7982,8284,22.229119062423706,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7983,8285,22.234759092330933,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7984,8286,22.2375168800354,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7985,8287,22.24024200439453,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7986,8288,22.240248918533325,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7987,8289,22.242889881134033,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7988,8290,22.24529790878296,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7989,8291,22.245906114578247,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7990,8292,22.250116109848022,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7991,8293,22.251194953918457,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7992,8294,22.254322052001953,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7993,8295,22.259862899780273,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7994,8296,22.262726068496704,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7995,8297,22.26802110671997,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7996,8298,22.2711238861084,192.168.1.235,192.168.1.80,TCP,54,[SYN]
7997,8299,22.276623964309692,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7998,8300,22.276631116867065,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
7999,8301,22.27948498725891,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8000,8302,22.27979302406311,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8001,8303,22.28507399559021,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8002,8304,22.287904024124146,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8003,8305,22.293253898620605,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8004,8306,22.29633402824402,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8005,8307,22.297868967056274,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8006,8308,22.297874927520752,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8007,8309,22.29888892173767,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8008,8310,22.30193591117859,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8009,8311,22.30482792854309,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8010,8312,22.307805061340332,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8011,8313,22.310347080230713,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8012,8314,22.31035304069519,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8013,8315,22.310359001159668,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8014,8316,22.31320810317993,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8015,8317,22.314246892929077,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8016,8318,22.316643953323364,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8017,8319,22.31854510307312,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8018,8320,22.321682929992676,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8019,8321,22.32730197906494,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8020,8322,22.33009099960327,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8021,8323,22.335411071777344,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8022,8324,22.338495016098022,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8023,8325,22.340631008148193,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8024,8326,22.342768907546997,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8025,8327,22.344057083129883,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8026,8328,22.346909046173096,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8027,8329,22.352447986602783,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8028,8330,22.355334997177124,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8029,8331,22.360723972320557,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8030,8332,22.363753080368042,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8031,8333,22.369415044784546,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8032,8334,22.370755910873413,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8033,8335,22.37213897705078,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8034,8336,22.373410940170288,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8035,8337,22.377490997314453,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8036,8338,22.37900710105896,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8037,8339,22.379236936569214,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8038,8340,22.37991189956665,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8039,8341,22.380532026290894,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8040,8342,22.386104106903076,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8041,8343,22.38892889022827,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8042,8345,22.39426898956299,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8043,8346,22.397396087646484,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8044,8347,22.40298295021057,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8045,8348,22.40412402153015,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8046,8349,22.404421091079712,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8047,8350,22.405802965164185,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8048,8351,22.40600299835205,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8049,8353,22.411343097686768,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8050,8354,22.414201021194458,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8051,8355,22.419358015060425,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8052,8356,22.422626972198486,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8053,8357,22.42588496208191,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8054,8358,22.425892114639282,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8055,8359,22.426914930343628,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8056,8360,22.428005933761597,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8057,8361,22.431052923202515,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8058,8362,22.436661958694458,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8059,8363,22.437458992004395,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8060,8364,22.43957209587097,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8061,8365,22.445215940475464,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8062,8366,22.448019981384277,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8063,8367,22.453582048416138,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8064,8368,22.456432104110718,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8065,8369,22.46200394630432,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8066,8370,22.464826107025146,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8067,8371,22.46852707862854,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8068,8372,22.469393968582153,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8069,8373,22.46940302848816,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8070,8374,22.470134973526,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8071,8375,22.47321391105652,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8072,8376,22.476846933364868,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8073,8377,22.478286027908325,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8074,8378,22.478528022766113,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8075,8379,22.48159909248352,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8076,8380,22.487199068069458,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8077,8381,22.490020990371704,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8078,8382,22.495623111724854,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8079,8383,22.49655795097351,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8080,8384,22.498440980911255,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8081,8385,22.504000902175903,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8082,8386,22.506827116012573,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8083,8387,22.512274026870728,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8084,8388,22.515300989151,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8085,8389,22.51729393005371,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8086,8390,22.520766973495483,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8087,8391,22.5236918926239,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8088,8392,22.52907109260559,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8089,8393,22.532083988189697,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8090,8394,22.534537076950073,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8091,8395,22.535692930221558,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8092,8396,22.537688970565796,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8093,8397,22.540493965148926,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8094,8398,22.542300939559937,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8095,8399,22.546196937561035,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8096,8400,22.548934936523438,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8097,8401,22.553807020187378,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8098,8402,22.55434489250183,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8099,8403,22.55738592147827,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8100,8404,22.557897090911865,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8101,8405,22.55829906463623,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8102,8406,22.56272602081299,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8103,8407,22.562859058380127,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8104,8408,22.565792083740234,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8105,8409,22.57190704345703,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8106,8410,22.57192611694336,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8107,8411,22.574228048324585,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8108,8412,22.57965588569641,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8109,8413,22.582293033599854,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8110,8414,22.582606077194214,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8111,8415,22.587992906570435,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8112,8416,22.591006994247437,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8113,8417,22.596616983413696,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8114,8418,22.597580909729004,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8115,8419,22.599476099014282,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8116,8420,22.599803924560547,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8117,8421,22.604825973510742,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8118,8422,22.60789704322815,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8119,8423,22.613506078720093,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8120,8424,22.616475105285645,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8121,8425,22.618479013442993,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8122,8426,22.621861934661865,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8123,8427,22.622217893600464,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8124,8428,22.62421488761902,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8125,8429,22.6250319480896,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8126,8430,22.62929105758667,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8127,8431,22.6304190158844,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8128,8432,22.633508920669556,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8129,8433,22.635358095169067,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8130,8434,22.636759996414185,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8131,8435,22.638926029205322,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8132,8436,22.641953945159912,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8133,8437,22.6475350856781,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8134,8438,22.65033507347107,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8135,8439,22.655953884124756,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8136,8440,22.658763885498047,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8137,8441,22.664079904556274,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8138,8442,22.667160987854004,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8139,8443,22.670291900634766,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8140,8444,22.672518014907837,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8141,8445,22.675652027130127,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8142,8446,22.681293964385986,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8143,8447,22.68176794052124,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8144,8448,22.684075117111206,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8145,8449,22.68544292449951,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8146,8450,22.689591884613037,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8147,8451,22.691751956939697,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8148,8452,22.692496061325073,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8149,8453,22.69788908958435,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8150,8454,22.69819402694702,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8151,8455,22.698204040527344,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8152,8456,22.700932025909424,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8153,8457,22.706300020217896,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8154,8458,22.70934510231018,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8155,8459,22.714888095855713,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8156,8460,22.717761039733887,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8157,8461,22.72317099571228,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8158,8462,22.724639892578125,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8159,8463,22.725579977035522,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8160,8464,22.72634196281433,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8161,8465,22.727724075317383,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8162,8466,22.731728076934814,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8163,8467,22.732812881469727,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8164,8468,22.734760999679565,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8165,8469,22.740156888961792,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8166,8470,22.743155002593994,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8167,8471,22.74595594406128,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8168,8472,22.748646020889282,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8169,8473,22.751545906066895,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8170,8474,22.75471591949463,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8171,8475,22.757137060165405,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8172,8476,22.759968042373657,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8173,8477,22.76205611228943,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8174,8478,22.762271881103516,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8175,8479,22.76384711265564,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8176,8480,22.765464067459106,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8177,8481,22.76835799217224,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8178,8482,22.77399492263794,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8179,8483,22.776741981506348,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8180,8484,22.782043933868408,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8181,8485,22.785144090652466,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8182,8486,22.78825306892395,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8183,8487,22.790716886520386,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8184,8488,22.793570041656494,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8185,8489,22.79891610145569,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8186,8490,22.801953077316284,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8187,8491,22.807589054107666,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8188,8492,22.810362100601196,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8189,8493,22.814491033554077,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8190,8494,22.815857887268066,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8191,8495,22.816195011138916,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8192,8496,22.818728923797607,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8193,8497,22.824203968048096,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8194,8498,22.827236890792847,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8195,8499,22.82838797569275,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8196,8500,22.832741022109985,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8197,8501,22.835753917694092,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8198,8502,22.83727502822876,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8199,8503,22.84138798713684,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8200,8504,22.844182014465332,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8201,8505,22.849665880203247,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8202,8506,22.852411031723022,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8203,8507,22.85252094268799,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8204,8508,22.85266399383545,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8205,8509,22.853437900543213,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8206,8510,22.854480028152466,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8207,8511,22.857847929000854,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8208,8512,22.860974073410034,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8209,8513,22.866610050201416,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8210,8514,22.8694269657135,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8211,8515,22.87491798400879,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8212,8516,22.874933004379272,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
8213,8517,22.87784194946289,192.168.1.235,192.168.1.80,TCP,54,[SYN]
8214,8518,22.882508993148804,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
