"No.","Time","Source","Destination","Protocol","Length","Info"
"3263","44.852742","225.104.4.8","192.168.100.209","TCP","54","57421  >  50912 [SYN] Seq=0 Win=8192 Len=0"
"3264","44.904166","68.242.4.114","192.168.100.209","TCP","54","43442  >  14509 [SYN] Seq=0 Win=8192 Len=0"
"3265","44.939934","129.144.197.230","192.168.100.209","TCP","54","41122  >  30079 [SYN] Seq=0 Win=8192 Len=0"
"3266","45.004142","5.84.192.201","192.168.100.209","TCP","54","6844  >  6037 [SYN] Seq=0 Win=8192 Len=0"
"3267","45.017855","192.168.100.209","4.2.2.2","ICMP","74","Echo (ping) request  id=0x0001, seq=302/11777, ttl=128 (reply in 3271)"
"3268","45.054534","157.72.193.103","192.168.100.209","TCP","54","11142  >  41297 [SYN] Seq=0 Win=8192 Len=0"
"3269","45.109523","162.159.133.234","192.168.100.209","TLSv1.2","133","Application Data"
"3270","45.113537","154.118.250.208","192.168.100.209","TCP","54","19406  >  28205 [SYN] Seq=0 Win=8192 Len=0"
"3271","45.141045","4.2.2.2","192.168.100.209","ICMP","74","Echo (ping) reply    id=0x0001, seq=302/11777, ttl=52 (request in 3267)"
"3272","45.158613","192.168.100.209","162.159.133.234","TCP","54","53416  >  443 [ACK] Seq=52 Ack=16712 Win=513 Len=0"
"3273","45.158683","162.159.133.234","192.168.100.209","TLSv1.2","313","Application Data"
"3274","45.162465","33.159.21.110","192.168.100.209","TCP","54","28400  >  4147 [SYN] Seq=0 Win=8192 Len=0"
"3275","45.205888","192.168.100.209","162.159.133.234","TCP","54","53416  >  443 [ACK] Seq=52 Ack=16971 Win=512 Len=0"
"3276","45.206941","251.104.230.215","192.168.100.209","TCP","54","35379  >  42063 [SYN] Seq=0 Win=8192 Len=0"
"3277","45.260136","70.39.98.58","192.168.100.209","TCP","54","3264  >  41044 [SYN] Seq=0 Win=8192 Len=0"
"3278","45.305225","69.22.10.176","192.168.100.209","TCP","54","46689  >  51519 [SYN] Seq=0 Win=8192 Len=0"
"3279","45.343893","166.178.160.28","192.168.100.209","TCP","54","11134  >  57115 [SYN] Seq=0 Win=8192 Len=0"
"3280","45.387823","14.166.83.97","192.168.100.209","TCP","54","51199  >  47009 [SYN] Seq=0 Win=8192 Len=0"
"3281","45.440422","245.6.140.118","192.168.100.209","TCP","54","5929  >  51650 [SYN] Seq=0 Win=8192 Len=0"
"3282","45.487820","235.130.122.74","192.168.100.209","TCP","54","51689  >  49065 [SYN] Seq=0 Win=8192 Len=0"
"3283","45.543397","77.107.45.13","192.168.100.209","TCP","54","49327  >  17585 [SYN] Seq=0 Win=8192 Len=0"
"3284","45.600497","173.246.188.31","192.168.100.209","TCP","54","11256  >  60767 [SYN] Seq=0 Win=8192 Len=0"
"3285","45.635949","6.242.27.126","192.168.100.209","TCP","54","55145  >  33317 [SYN] Seq=0 Win=8192 Len=0"
"3286","45.675783","162.195.227.193","192.168.100.209","TCP","54","2309  >  42968 [SYN] Seq=0 Win=8192 Len=0"
"3287","45.733313","35.140.32.156","192.168.100.209","TCP","54","55659  >  30357 [SYN] Seq=0 Win=8192 Len=0"
"3288","45.767262","fe80::1","ff02::1:ff0f:8f68","ICMPv6","86","Neighbor Solicitation for 2400:adc1:419:5200:847d:5cf0:890f:8f68 from 2c:9d:1e:cb:4d:ee"
"3289","45.795976","159.72.254.11","192.168.100.209","TCP","54","924  >  57411 [SYN] Seq=0 Win=8192 Len=0"
"3290","45.835654","253.210.249.32","192.168.100.209","TCP","54","33992  >  48990 [SYN] Seq=0 Win=8192 Len=0"
"3291","45.879809","121.229.223.130","192.168.100.209","TCP","54","53316  >  39861 [SYN] Seq=0 Win=8192 Len=0"
"3292","45.945349","147.223.196.23","192.168.100.209","TCP","54","61229  >  22942 [SYN] Seq=0 Win=8192 Len=0"
"3293","45.993490","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a03:2880:f06b:15:face:b00c:0:6206","TLSv1.2","103","Application Data"
"3294","46.000741","149.179.42.65","192.168.100.209","TCP","54","45268  >  52674 [SYN] Seq=0 Win=8192 Len=0"
"3295","46.022944","192.168.100.209","4.2.2.2","ICMP","74","Echo (ping) request  id=0x0001, seq=303/12033, ttl=128 (reply in 3300)"
"3296","46.025075","2a03:2880:f06b:15:face:b00c:0:6206","2400:adc1:419:5200:3ceb:c484:7c96:6905","TCP","74","443  >  53487 [ACK] Seq=26 Ack=60 Win=635 Len=0"
"3297","46.041898","143.83.40.131","192.168.100.209","TCP","54","33111  >  23566 [SYN] Seq=0 Win=8192 Len=0"
"3298","46.110401","23.47.45.169","192.168.100.209","TCP","54","946  >  32772 [SYN] Seq=0 Win=8192 Len=0"
"3299","46.140524","122.246.11.49","192.168.100.209","TCP","54","1014  >  18962 [SYN] Seq=0 Win=8192 Len=0"
"3300","46.147974","4.2.2.2","192.168.100.209","ICMP","74","Echo (ping) reply    id=0x0001, seq=303/12033, ttl=52 (request in 3295)"
"3301","46.201992","2a03:2880:f06b:15:face:b00c:0:6206","2400:adc1:419:5200:3ceb:c484:7c96:6905","TLSv1.2","99","Application Data"
"3302","46.215737","232.219.240.242","192.168.100.209","TCP","54","35245  >  60438 [SYN] Seq=0 Win=8192 Len=0"
"3303","46.242040","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a03:2880:f06b:15:face:b00c:0:6206","TCP","74","53487  >  443 [ACK] Seq=60 Ack=51 Win=514 Len=0"
"3304","46.261869","16.82.75.154","192.168.100.209","TCP","54","58510  >  40261 [SYN] Seq=0 Win=8192 Len=0"
"3305","46.316372","203.247.108.171","192.168.100.209","TCP","54","26701  >  58715 [SYN] Seq=0 Win=8192 Len=0"
"3306","46.368044","42.141.238.230","192.168.100.209","TCP","54","37452  >  43909 [SYN] Seq=0 Win=8192 Len=0"
"3307","46.415979","154.202.75.185","192.168.100.209","TCP","54","36365  >  2041 [SYN] Seq=0 Win=8192 Len=0"
"3308","46.468247","165.151.193.201","192.168.100.209","TCP","54","7647  >  65434 [SYN] Seq=0 Win=8192 Len=0"
"3309","46.494377","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","1085","63838  >  443 Len=1023"
"3310","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","91","443  >  63838 Len=29"
"3311","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","175","443  >  63838 Len=113"
"3312","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1288","443  >  63838 Len=1226"
"3313","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3314","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3315","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3316","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3317","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3318","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3319","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3320","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3321","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3322","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3323","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3324","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3325","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3326","46.506349","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3327","46.506868","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","98","63838  >  443 Len=36"
"3328","46.507119","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","94","63838  >  443 Len=32"
"3329","46.508237","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3330","46.508237","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3331","46.508237","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3332","46.508237","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3333","46.508237","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3334","46.508237","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3335","46.508237","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3336","46.508237","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3337","46.508476","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","94","63838  >  443 Len=32"
"3338","46.508485","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3339","46.508485","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3340","46.508485","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3341","46.508485","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3342","46.508485","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3343","46.508485","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3344","46.508730","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3345","46.509046","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","94","63838  >  443 Len=32"
"3346","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3347","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3348","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3349","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3350","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3351","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3352","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3353","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3354","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3355","46.513874","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3356","46.514310","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","94","63838  >  443 Len=32"
"3357","46.521796","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3358","46.521796","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3359","46.521796","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3360","46.521796","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3361","46.531110","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3362","46.531110","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3363","46.531110","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3364","46.531110","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3365","46.531110","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3366","46.531110","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3367","46.531110","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3368","46.531110","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3369","46.531581","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","94","63838  >  443 Len=32"
"3370","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3371","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3372","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3373","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3374","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3375","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3376","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3377","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3378","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","88","443  >  63838 Len=26"
"3379","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3380","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3381","46.532080","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3382","46.532270","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","94","63838  >  443 Len=32"
"3383","46.533480","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3384","46.533480","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3385","46.533480","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3386","46.533480","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3387","46.533480","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3388","46.533480","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3389","46.533480","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3390","46.533480","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3391","46.533480","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3392","46.533630","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","94","63838  >  443 Len=32"
"3393","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3394","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3395","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3396","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3397","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3398","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3399","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3400","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3401","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3402","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3403","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3404","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3405","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3406","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3407","46.536740","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3408","46.537052","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","95","63838  >  443 Len=33"
"3409","46.537206","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","95","63838  >  443 Len=33"
"3410","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3411","46.538236","186.74.206.213","192.168.100.209","TCP","54","18127  >  38476 [SYN] Seq=0 Win=8192 Len=0"
"3412","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3413","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3414","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3415","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3416","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3417","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3418","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3419","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3420","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3421","46.538236","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3422","46.538506","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","95","63838  >  443 Len=33"
"3423","46.538743","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","95","63838  >  443 Len=33"
"3424","46.545388","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3425","46.545388","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3426","46.545388","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3427","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3428","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3429","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3430","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3431","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3432","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3433","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3434","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3435","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3436","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3437","46.547268","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3438","46.547580","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","95","63838  >  443 Len=33"
"3439","46.547805","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","95","63838  >  443 Len=33"
"3440","46.549794","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3441","46.549794","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3442","46.549794","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3443","46.549794","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3444","46.549794","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3445","46.549794","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3446","46.549794","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3447","46.549794","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3448","46.549794","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3449","46.552462","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3450","46.552462","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3451","46.552462","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3452","46.552462","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3453","46.552462","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3454","46.552725","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","95","63838  >  443 Len=33"
"3455","46.554476","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3456","46.554566","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","95","63838  >  443 Len=33"
"3457","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3458","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3459","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3460","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3461","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3462","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3463","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3464","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3465","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3466","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3467","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3468","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3469","46.555984","2400:adc0:6::11","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","1292","443  >  63838 Len=1230"
"3470","46.556333","2400:adc1:419:5200:3ceb:c484:7c96:6905","2400:adc0:6::11","UDP","95","63838  >  443 Len=33"
